Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time	EpochS
186	13.517187	3.1867096	22.453571	0.7191393	-420.89008	107.189575	-8.2843485	-747.37976	49.633335	-1697674800.0	-45.39237304812834	-759.0147	139.13052	397.4014	-864.5013	37400000	-1.373291e-09	197948.33	-0.000405083	-7926.1875	0.94790983	0.002083905	897.6428143978119	1.0
187	13.902015	2.976027	21.73376	0.72700614	-427.2296	104.88715	-8.346506	-712.4011	50.03306	-1712606500.0	-45.54804425531915	-754.73615	143.8752	315.98416	-869.49646	37600000	-2.5177e-09	209259.56	-3.2284544e-05	-6697.547	0.9460383	0.0016435868	902.4252896308899	1.0
188	14.2606	2.5472806	22.149405	0.7109386	-431.54755	81.88444	-11.087544	-651.5751	51.18182	-1727321100.0	-45.69632507936508	-769.51135	128.20532	300.64655	-874.7435	37800000	-9.918213e-10	197739.7	-0.00031028813	-4792.0938	0.94539344	0.0052810996	907.1636734008789	1.0
189	13.783111	2.9065537	22.850351	0.75178957	-427.12054	101.00552	-8.164803	-720.0302	50.29661	-1742023700.0	-45.842728421052634	-785.3138	127.93879	300.00653	-879.45905	38000000	-2.5939941e-09	189612.23	-0.0001417894	-6789.7188	0.94241184	0.0063599613	911.8919370174408	1.0
190	13.792231	3.3529494	19.796515	-15.026681	-443.66696	114.937935	-12.976111	-1446.2039	52.390907	-1756717800.0	-45.98737759162304	-765.4753	151.36177	312.69705	-884.0963	38200000	-9.155273e-10	196046.6	-0.00033063674	-3484.875	0.9440072	0.004020548	916.669536113739	1.0
191	13.327326	3.821154	20.407656	-5.1923227	-442.40204	127.29581	-9.754015	-1033.6816	51.714287	-1771381100.0	-46.12971666666667	-770.17145	155.81064	320.00995	-889.279	38400000	4.234314e-09	205366.61	-0.00065282366	-592.5156	0.94401443	0.004893368	921.4588298797607	1.0
192	13.5814495	2.7137728	21.61697	0.7876621	-418.8345	92.36412	-8.00596	-709.36615	49.944443	-1785669100.0	-46.260858031088084	-769.49713	141.00728	324.17902	-894.05304	38600000	-1.1062622e-09	193670.8	-0.0009854776	-12045.4375	0.94314176	0.006974234	926.1880650520325	1.0
193	13.365685	3.8016214	21.647644	-14.612559	-422.47095	104.99875	-8.919676	-1037.1692	50.42202	-1799989800.0	-46.391488659793815	-766.9518	157.41148	371.5963	-897.56995	38800000	1.9073485e-09	185526.19	-0.00047495987	-5297.7656	0.9413442	0.0044109947	930.8928046226501	1.0
194	14.003763	2.6106398	22.967487	0.75044966	-434.96234	101.8131	-10.753277	-886.4525	50.36885	-1814543100.0	-46.526746256410256	-782.50696	140.98988	390.4573	-900.95074	39000000	3.0136107e-09	192487.56	-0.00060753734	-7545.0156	0.9376106	0.0065927263	935.6545324325562	1.0
195	13.51789	2.9832387	25.377966	0.72524095	-407.8464	91.08538	-8.9051	-557.8989	48.752476	-1829186200.0	-46.66291265306123	-748.64325	151.07416	423.49326	-905.5032	39200000	2.746582e-09	192849.47	-0.00021856304	-7328.6094	0.92895985	0.0031130977	940.4466509819031	1.0
196	13.205588	3.1125355	19.342346	0.7043793	-407.98413	110.94991	-9.18298	-849.5478	48.076923	-1843719000.0	-46.79489949238579	-767.239	148.42348	444.19995	-910.72217	39400000	-1.0681152e-09	193634.14	-2.7801361e-05	-3376.0938	0.9258191	0.0033555743	945.1929621696472	1.0
197	14.028502	1.9343361	19.200605	0.7044265	-433.65164	75.236565	-12.927156	-821.1701	51.096775	-1858121600.0	-46.92226262626263	-766.1069	145.07422	413.39774	-915.275	39600000	-1.2207031e-09	182148.02	-0.00026448912	-4090.7188	0.92645293	0.002442126	949.8973412513733	1.0
198	13.806617	2.9335055	20.768944	0.8072338	-428.81137	113.22636	-8.099148	-918.9355	50.182693	-1872612900.0	-47.05057447236181	-764.02856	157.18216	430.36063	-919.38556	39800000	2.2506714e-09	180551.52	-0.0003874531	-8110.5156	0.9269646	0.0037999065	954.6600558757782	1.0
199	13.714239	2.301916	18.446787	0.8345224	-421.65396	74.432274	-11.059454	-587.22296	50.594936	-1886902700.0	-47.1725664	-755.9851	140.43358	438.46487	-922.3174	40000000	-2.3651123e-09	178049.31	-0.00021339033	-9769.156	0.93206066	0.0037528963	959.4534091949463	1.0
